Date,AdjClose,AdjCloseAXP
5/29/2008,123.7862513,78.61807462
5/30/2008,120.2346114,77.94541799
6/2/2008,118.6705854,76.09558296
6/3/2008,119.5829339,74.51478559
6/4/2008,120.5930363,76.75146281
6/5/2008,121.7334649,79.7616526
6/6/2008,117.7582369,75.08658629
6/9/2008,117.9863171,74.17848461
6/10/2008,117.1065501,74.58208015
6/11/2008,115.7054505,71.62236129
6/12/2008,117.1065501,73.01811423
6/13/2008,120.3649468,75.10341775
6/16/2008,120.6581994,75.13701816
6/17/2008,118.9964195,71.90823821
6/18/2008,116.4548727,71.33644532
6/19/2008,120.8211164,71.68960899
6/20/2008,114.8582652,69.25119648
6/23/2008,112.0560473,68.74669034
6/24/2008,109.7751715,70.79833876
6/25/2008,111.8605488,68.84759313
6/26/2008,108.5695705,65.40015661
6/27/2008,105.930279,63.97074858
6/30/2008,106.5167841,63.34853553
7/1/2008,107.7875575,67.30045866
7/2/2008,113.8155812,66.62777078
7/3/2008,111.8931303,67.6703913
7/7/2008,112.1863828,66.57734673
7/8/2008,116.5852081,69.87342124
7/9/2008,116.2267925,65.88739002
7/10/2008,113.1313222,65.93806401
7/11/2008,111.3392068,66.2251906
7/14/2008,108.7976599,63.35390519
7/15/2008,110.5246029,62.52629377
7/16/2008,118.5728314,67.00213974
7/17/2008,123.3300817,70.58277903
7/18/2008,120.2020298,71.25838019
7/21/2008,118.3121605,69.07963284
7/22/2008,124.0469223,64.16461487
7/23/2008,125.1547786,66.44472583
7/24/2008,120.5604454,61.49603324
7/25/2008,118.7357485,61.85073166
7/28/2008,115.835786,59.73947023
7/29/2008,119.8761864,63.37082646
7/30/2008,119.5829339,63.40459871
7/31/2008,122.1896438,62.69521749
8/1/2008,121.4402124,62.81343208
8/4/2008,123.1019923,62.23915937
8/5/2008,127.8592425,65.39760261
8/6/2008,123.4604172,64.16461487
8/7/2008,125.8716285,61.47915884
8/8/2008,131.5086364,63.86059435
8/11/2008,131.3783009,66.15760705
8/12/2008,130.1726999,64.26597848
8/13/2008,126.8491401,62.30673902
8/14/2008,130.4007893,64.519325
8/15/2008,130.3356169,65.98872238
8/18/2008,130.8243774,64.16461487
8/19/2008,128.771591,62.03650636
8/20/2008,127.5334084,63.2188162
8/21/2008,128.413166,62.50942327
8/22/2008,131.9648153,65.51581719
8/25/2008,127.0772295,63.86059435
8/26/2008,127.6637439,64.26597848
8/27/2008,123.6233342,65.56649118
8/28/2008,126.7513861,68.2181984
8/29/2008,124.9918616,67.01902587
9/2/2008,126.6210506,68.62356691
9/3/2008,125.9042101,69.09648772
9/4/2008,125.6435391,65.4482766
9/5/2008,126.7188046,66.54610505
9/8/2008,132.2580678,68.43774925
9/9/2008,130.0423644,64.58685388
9/10/2008,130.0749459,64.45175317
9/11/2008,133.8220938,65.46515882
9/12/2008,129.7816934,65.78608109
9/15/2008,130.8243774,59.92526836
9/16/2008,129.3581054,60.92178007
9/17/2008,123.2323278,55.80413252
9/18/2008,124.8615261,63.70862314
9/19/2008,122.4503148,68.23508452
9/22/2008,118.246988,62.98234018
9/23/2008,118.9312564,64.65442962
9/24/2008,118.1492434,63.33703469
9/25/2008,120.5930363,63.89440955
9/26/2008,122.5806503,66.71500534
9/29/2008,119.9087679,54.97654453
9/30/2008,118.4750775,59.8408104
10/1/2008,117.7256461,59.99360952
10/2/2008,115.575115,54.5612607
10/3/2008,114.9560191,52.40527681
10/6/2008,118.084071,51.04719351
10/7/2008,111.9257118,47.95753663
10/8/2008,115.5099426,46.03924719
10/9/2008,106.2886947,40.74269812
10/10/2008,106.6471196,39.29971948
10/13/2008,116.4874635,46.34481027
10/14/2008,111.1111173,47.85568488
10/15/2008,113.7504088,41.4387079
10/16/2008,118.7357485,40.13154462
10/17/2008,112.8706512,39.60528647
10/20/2008,112.9032327,41.33685614
10/21/2008,113.5549102,44.79997988
10/22/2008,111.7627948,42.47425608
10/23/2008,112.8380603,41.64243094
10/24/2008,113.0661498,40.82757393
10/27/2008,112.0886289,39.18088788
10/28/2008,120.3323653,43.23816964
10/29/2008,125.5132036,42.7967951
10/30/2008,125.7738746,44.23976593
10/31/2008,123.8840052,46.68433696
11/3/2008,123.8514237,48.07637214
11/4/2008,123.7862513,50.62279492
11/5/2008,115.9335307,47.24453528
11/6/2008,124.7637722,42.30450055
11/7/2008,123.4929987,42.96655845
11/10/2008,123.2975002,40.70873452
11/11/2008,125.1873602,38.02651981
11/12/2008,121.9615543,34.03711058
11/13/2008,130.3356169,35.27637008
11/14/2008,125.5457851,33.93526663
11/17/2008,122.3525608,32.88275032
11/18/2008,122.4503148,32.89971845
11/19/2008,120.2997744,31.81324634
11/20/2008,111.3717883,29.24985348
11/21/2008,114.9560191,31.72836467
11/24/2008,124.7311906,35.95541954
11/25/2008,136.1355512,36.27796637
11/26/2008,135.5816276,37.85675646
11/28/2008,137.7973311,39.57133067
12/1/2008,127.5008176,33.34109298
12/2/2008,124.2750117,35.242426
12/3/2008,131.9322337,37.12678308
12/4/2008,130.6288788,35.37822965
12/5/2008,137.8299219,36.9740074
12/8/2008,131.5086364,41.48964354
12/9/2008,130.3682078,39.53737488
12/10/2008,133.9850201,36.60051321
12/11/2008,133.1378348,34.17292984
12/12/2008,135.5816276,34.52942856
12/15/2008,133.3007518,32.83182639
12/16/2008,138.6119349,34.05409433
12/17/2008,142.5545813,33.62969184
12/18/2008,141.2186448,32.08485949
12/19/2008,142.4242458,32.98459817
12/22/2008,138.3512639,31.2700142
12/23/2008,134.8973686,30.48910712
12/24/2008,134.5063621,30.50608892
12/26/2008,136.5591485,30.40423131
12/29/2008,132.6164928,30.04773259
12/30/2008,133.0400808,30.55701675
12/31/2008,135.8422986,31.49071123
1/2/2009,137.0153181,32.81484264
1/5/2009,136.2658866,33.86735895
1/6/2009,129.2603514,35.76867635
1/7/2009,135.3535382,34.26191003
1/8/2009,135.6468,34.31327915
1/9/2009,133.5940136,32.92636369
1/12/2009,133.5614228,32.24147594
1/13/2009,134.2456911,32.51541659
1/14/2009,133.1052532,30.52922924
1/15/2009,141.9029038,29.65599521
1/16/2009,141.1860633,29.12519725
1/20/2009,139.100686,26.71093651
1/21/2009,140.3388779,28.88548381
1/22/2009,140.2411239,27.49856445
1/23/2009,138.4490085,27.39583792
1/26/2009,138.7096795,26.02603314
1/27/2009,139.5568649,28.56015842
1/28/2009,142.4242458,30.56347597
1/29/2009,140.9905554,28.61152363
1/30/2009,139.1658584,28.64577231
2/2/2009,139.459111,29.07382423
2/3/2009,143.1736772,27.54994138
2/4/2009,136.0378065,28.01224978
2/5/2009,114.1414153,29.15944008
2/6/2009,115.3144441,30.70046094
2/9/2009,115.3470256,30.39224622
2/10/2009,114.1740061,27.34446685
2/11/2009,111.6976224,28.01224978
2/12/2009,113.0335682,27.7211516
2/13/2009,109.74259,26.95065386
2/17/2009,111.3717883,23.90286472
2/18/2009,110.5897753,24.14258012
2/19/2009,111.9908843,22.03652628
2/20/2009,114.6301757,22.20775017
2/23/2009,113.3594023,20.80371232
2/24/2009,117.4975659,23.32069959
2/25/2009,118.2144065,22.37897406
2/26/2009,120.7559533,21.52285266
2/27/2009,126.4907151,20.64961082
3/2/2009,127.826661,18.93736802
3/3/2009,124.3401841,20.23866958
3/4/2009,127.1424019,20.05033307
3/5/2009,130.6614603,17.68743363
3/6/2009,128.9670989,17.56758472
3/9/2009,130.3356169,18.21822183
3/10/2009,134.4411897,20.83796491
3/11/2009,133.2355887,20.42701586
3/12/2009,134.5063621,22.51594926
3/13/2009,134.2782727,22.41322079
3/16/2009,130.6614603,21.67695416
3/17/2009,135.4512921,22.12213432
3/18/2009,135.7445447,24.12546359
3/19/2009,135.6142092,22.37897406
3/20/2009,133.3007518,20.9920586
3/23/2009,134.8321962,24.93021196
3/24/2009,131.6715628,23.80013234
3/25/2009,137.634414,24.15970055
3/26/2009,142.4568367,25.90618032
3/27/2009,142.8152523,24.74186373
3/30/2009,146.3669016,21.93378804
3/31/2009,145.1613005,23.33782198
4/1/2009,141.9354947,25.05562384
4/2/2009,140.9253923,25.99261041
4/3/2009,137.6669956,26.59991727
4/6/2009,138.2209284,26.30493731
4/7/2009,143.4017667,26.04467075
4/8/2009,142.2939103,27.27662946
4/9/2009,143.6624377,32.67295858
4/13/2009,142.9781787,35.50125545
4/14/2009,140.3062963,31.97890141
4/15/2009,139.0029414,35.77888847
4/16/2009,142.0006578,35.90035219
4/17/2009,139.0355229,37.84371697
4/20/2009,141.0883093,32.93322905
4/21/2009,140.2737148,33.95697959
4/22/2009,141.7074052,33.71404826
4/23/2009,139.8501174,36.38618362
4/24/2009,138.7422704,43.89941134
4/27/2009,140.4040503,42.04280078
4/28/2009,143.0433417,41.90398231
4/29/2009,140.2411239,43.29210057
4/30/2009,137.9602574,43.76057726
5/1/2009,135.3209566,42.14689412
5/4/2009,140.6973028,47.33501507
5/5/2009,140.8276383,46.10304659
5/6/2009,139.3939479,47.09209545
5/7/2009,141.2512264,45.06194521
5/8/2009,138.0254205,49.27838376
5/11/2009,140.0456253,45.18342454
5/12/2009,138.0905929,44.1596779
5/13/2009,136.428813,41.79986944
5/14/2009,136.9175734,42.89300774
5/15/2009,137.5040785,42.04280078
5/18/2009,137.4063246,45.33958995
5/19/2009,139.1658584,43.01447927
5/20/2009,137.0479089,41.60901016
5/21/2009,138.318673,41.90398231
5/22/2009,139.0355229,40.60262608
5/26/2009,144.6725401,42.63273727
5/27/2009,147.6050934,40.77613452
5/28/2009,145.7152241,42.16425278
5/29/2009,145.8781411,43.11859214
6/1/2009,147.539921,45.09666251
