Date,Adj Close
1997-01-02,100.0
1997-01-03,104.37375854207696
1997-01-06,107.35585862333603
1997-01-07,108.5487074730124
1997-01-08,105.36777132909356
1997-01-09,106.56062017876995
1997-01-10,109.14510985491872
1997-01-13,109.9403482994848
1997-01-14,114.71171724667204
1997-01-15,111.92839150786351
1997-01-16,111.92839150786351
1997-01-17,115.50692923971988
1997-01-20,118.88668381195298
1997-01-21,119.0854581544035
1997-01-22,117.1968109344228
1997-01-23,114.1152884132475
1997-01-24,109.14510985491872
1997-01-27,108.74749944980842
1997-01-28,109.54274671154724
1997-01-29,104.97016092398329
1997-01-30,107.35585862333603
1997-01-31,110.93440517236515
1997-02-03,108.5487074730124
1997-02-04,106.7594386070842
1997-02-05,99.80119038885847
1997-02-06,101.59045043761392
1997-02-07,100.39760158793753
1997-02-10,92.24650452003543
1997-02-11,96.32205746257286
1997-02-12,102.78329047011754
1997-02-13,99.50296715497345
1997-02-14,99.6023895948897
1997-02-18,101.39164964364515
1997-02-19,103.18091850957333
1997-02-20,100.19879197679602
1997-02-21,92.84292453628726
1997-02-24,93.83695495764935
1997-02-25,89.86084208937368
1997-02-26,92.44532294834971
1997-02-27,87.57452274407345
1997-02-28,88.46919244572854
1997-03-03,86.28230435751732
1997-03-04,88.66796678817906
1997-03-05,90.4572621056255
1997-03-06,86.87871555659638
1997-03-07,81.70974502147158
1997-03-10,84.89066353104491
1997-03-11,83.89662429251005
1997-03-12,80.9145065769055
1997-03-13,82.70374899131544
1997-03-14,80.41749136622445
1997-03-17,78.13125137547895
1997-03-18,80.11925931516667
1997-03-19,79.5228657504331
1997-03-20,81.3121169820158
1997-03-21,78.33001690075673
1997-03-24,74.95029759721461
1997-03-25,76.14311999537274
1997-03-26,83.30017782473999
1997-03-27,81.11332500521976
1997-03-31,76.5407568520013
1997-04-01,76.93834962276608
1997-04-02,75.54671761346643
1997-04-03,76.93834962276608
1997-04-04,80.9145065769055
1997-04-07,86.58050113988409
1997-04-08,88.0715379547545
1997-04-09,85.98408994080503
1997-04-10,83.69777941267755
1997-04-11,81.51092659315731
1997-04-14,84.6918362855579
1997-04-15,79.72166654440187
1997-04-16,75.54671761346643
1997-04-17,78.72763612303977
1997-04-18,76.93834962276608
1997-04-21,75.2484767452359
1997-04-22,75.54671761346643
1997-04-23,77.33597766222186
1997-04-24,76.83896245154081
1997-04-25,73.75744433895187
1997-04-28,73.95625395009338
1997-04-29,79.5228657504331
1997-04-30,82.30612095185965
1997-05-01,84.89066353104491
1997-05-02,91.05365567035906
1997-05-05,93.63814534650784
1997-05-06,91.84889411492514
1997-05-07,93.43936218688455
1997-05-08,97.61431993499275
1997-05-09,98.01193915727579
1997-05-12,100.09938717122526
1997-05-13,99.20474392108842
1997-05-14,98.6083415391821
1997-05-15,99.80119038885847
1997-05-16,97.81310309461603
1997-05-19,96.91848629599743
1997-05-20,102.38568006500725
1997-05-21,104.57255933604573
1997-05-22,104.17493129658995
1997-05-23,107.15704901219449
1997-05-27,109.34393710040573
1997-05-28,109.84093467674127
1997-05-29,106.1630009564869
1997-05-30,107.75346021127356
1997-06-02,107.85288265118982
1997-06-03,102.9820912640863
1997-06-04,101.88867367149894
1997-06-05,102.9820912640863
1997-06-06,103.28029686362585
1997-06-09,105.76539936854937
1997-06-10,103.37969285202387
1997-06-11,101.2922448380744
1997-06-12,101.44133441208503
1997-06-13,106.06362260243438
1997-06-16,107.45525461173403
1997-06-17,109.34393710040573
1997-06-18,106.56062017876995
1997-06-19,109.74154750551601
1997-06-20,110.33795870459508
1997-06-23,111.03377470924491
1997-06-24,112.42541553571729
1997-06-25,109.34393710040573
1997-06-26,107.5546594173048
1997-06-27,105.76539936854937
1997-06-30,106.7594386070842
1997-07-01,108.64811227858316
1997-07-02,112.22663237609403
1997-07-03,113.81710044805344
1997-07-07,117.49499889961683
1997-07-08,118.78724373769123
1997-07-09,121.37175986535824
1997-07-10,121.37175986535824
1997-07-11,120.07948857576561
1997-07-14,121.76937027046854
1997-07-15,124.00597839581064
1997-07-16,126.14311999537276
1997-07-17,125.1490807568379
1997-07-18,121.52084943936889
1997-07-21,122.06759350435357
1997-07-22,125.64611360186444
1997-07-23,127.83295760421194
1997-07-24,127.03775442833685
1997-07-25,126.73956646314282
1997-07-28,123.06163274288842
1997-07-29,126.04374164132024
1997-07-30,126.44135204643052
1997-07-31,126.54075685200128
1997-08-01,126.93834080559334
1997-08-04,129.82108016714537
1997-08-05,130.31809537782644
1997-08-06,127.83295760421194
1997-08-07,125.34789918515217
1997-08-08,122.66400470343264
1997-08-11,119.9801278560586
1997-08-12,118.0914277330414
1997-08-13,119.48311264537755
1997-08-14,122.46518627511836
1997-08-15,118.88668381195298
1997-08-18,120.97414064307522
1997-08-19,120.47712543239415
1997-08-20,124.65207436332959
1997-08-21,123.16102873128642
1997-08-22,122.06759350435357
1997-08-25,124.35388639813556
1997-08-26,123.3598471596007
1997-08-27,122.66400470343264
1997-08-28,119.28428539989054
1997-08-29,119.88072305048784
1997-09-02,122.86279668022866
1997-09-03,123.75741347884725
1997-09-04,123.16102873128642
1997-09-05,124.55266074058609
1997-09-08,120.67593504353566
1997-09-09,120.87475347184994
1997-09-10,115.30813726292386
1997-09-11,114.81114850376106
1997-09-12,114.91053567498632
1997-09-15,110.93440517236515
1997-09-16,118.48902050380619
1997-09-17,118.0914277330414
1997-09-18,117.79323095067463
1997-09-19,116.50097729542748
1997-09-22,119.58249099943006
1997-09-23,120.87475347184994
1997-09-24,118.58846939524071
1997-09-25,115.90457491352117
1997-09-26,117.0973796773338
1997-09-29,117.89262693907263
1997-09-30,116.2027628787152
1997-10-01,115.80515247360492
1997-10-02,120.97414064307522
1997-10-03,124.8509016088166
1997-10-06,126.54075685200128
1997-10-07,129.9204408868524
1997-10-08,128.52885296341648
1997-10-09,130.21869057225567
1997-10-10,129.5228481160876
1997-10-13,130.01984569242316
1997-10-14,128.72761848869428
1997-10-15,132.2067161462889
1997-10-16,129.9204408868524
1997-10-17,127.2365904909966
1997-10-20,129.5228481160876
1997-10-21,134.0953986349606
1997-10-22,133.4989874358815
1997-10-23,129.6222617388311
1997-10-24,127.63419207893416
1997-10-27,115.90457491352117
1997-10-28,127.2365904909966
1997-10-29,128.03178484969894
1997-10-30,127.13715923390761
1997-10-31,130.46715850031882
1997-11-03,134.79125872547414
1997-11-04,132.70374899131542
1997-11-05,135.88468513523426
1997-11-06,134.69184510273064
1997-11-07,132.90255860245696
1997-11-10,130.1192681323394
1997-11-11,128.23057682649497
1997-11-12,121.66998309924328
1997-11-13,126.54075685200128
1997-11-14,129.42344331051686
1997-11-17,132.10733779223636
1997-11-18,130.91448894255998
1997-11-19,132.25641854907425
1997-11-20,135.98409875797776
1997-11-21,135.3876346558622
1997-11-24,132.4055610261214
1997-11-25,134.0953986349606
1997-11-26,135.28822985029146
1997-11-28,137.17692997330866
1997-12-01,143.8369461404766
1997-12-02,137.57454037841893
1997-12-03,138.2206892489744
1997-12-04,137.37573076727742
1997-12-05,142.14709971446467
1997-12-08,142.7435549994075
1997-12-09,139.06557719328936
1997-12-10,135.78528914683625
1997-12-11,131.5109794961938
1997-12-12,121.76937027046854
1997-12-15,123.26044235402993
1997-12-16,127.43535601627438
1997-12-17,129.27434491933346
1997-12-18,127.78325520142656
1997-12-19,127.4851025049235
1997-12-22,130.31809537782644
1997-12-23,122.56459108068911
1997-12-24,123.01193034010305
1997-12-26,126.88867367149894
1997-12-29,133.59838342427952
1997-12-30,134.49302667441637
1997-12-31,133.0020163110642
1998-01-02,138.51885076265017
1998-01-05,138.2206892489744
1998-01-06,136.43141156587345
1998-01-07,132.4055610261214
1998-01-08,133.89662429251007
1998-01-09,129.42344331051686
1998-01-12,132.85284738249882
1998-01-13,133.59838342427952
1998-01-14,135.98409875797776
1998-01-15,137.0278580336435
1998-01-16,138.07154677192725
1998-01-20,141.9482812861504
1998-01-21,141.65004041791988
1998-01-22,137.77334117238772
1998-01-23,137.6242339640316
1998-01-26,135.08946432501367
1998-01-27,141.35187008707135
1998-01-28,147.61431111782
1998-01-29,152.08743037960397
1998-01-30,150.44731280789568
1998-02-02,152.53477845619062
1998-02-03,150.29821441671228
1998-02-04,154.02581527106105
1998-02-05,153.5784671944744
1998-02-06,157.30617385489614
1998-02-09,152.68391211606502
1998-02-10,154.4731633476477
1998-02-11,154.771342495669
1998-02-12,155.66598574580587
1998-02-13,154.771342495669
1998-02-17,154.9204585211979
1998-02-18,156.2625027509579
1998-02-19,156.11322801631954
1998-02-20,157.00792416949287
1998-02-23,156.5606642646337
1998-02-24,154.4731633476477
1998-02-25,159.24452347766223
1998-02-26,158.64805937554667
1998-02-27,157.15698729198527
1998-03-02,155.66598574580587
1998-03-03,153.87669924553217
1998-03-04,155.66598574580587
1998-03-05,147.61431111782
1998-03-06,153.5784671944744
1998-03-09,146.0486722043214
1998-03-10,146.42146226814364
1998-03-11,149.40353589788444
1998-03-12,152.53477845619062
1998-03-13,154.02581527106105
1998-03-16,153.5784671944744
1998-03-17,154.02581527106105
1998-03-18,151.6401881090903
1998-03-19,153.4294569750185
1998-03-20,151.7892335972372
1998-03-23,154.4731633476477
1998-03-24,161.77924903081637
1998-03-25,165.9542684991338
1998-03-26,165.50695569123812
1998-03-27,165.50695569123812
1998-03-30,160.88465868371603
1998-03-31,163.1212227231944
1998-04-01,165.35785730005475
1998-04-02,167.5944389738786
1998-04-03,168.63821588388984
1998-04-06,164.6122419037193
1998-04-07,164.6122419037193
1998-04-08,162.8230259408276
1998-04-09,159.8409523110868
1998-04-13,158.64805937554667
1998-04-14,161.48110515148608
1998-04-15,168.63821588388984
1998-04-16,167.4453229483497
1998-04-17,168.04176941611976
1998-04-20,172.3657638352021
1998-04-21,176.24255125246177
1998-04-22,175.6461224190372
1998-04-23,171.0237725084786
1998-04-24,171.62023661059416
1998-04-27,168.04176941611976
1998-04-28,169.085475788749
1998-04-29,171.76935263612302
1998-04-30,174.75146153455486
1998-05-01,175.6461224190372
1998-05-04,178.7772768056159
1998-05-05,175.6461224190372
1998-05-06,181.31207289615205
1998-05-07,179.82107134997264
1998-05-08,180.71569696576398
1998-05-11,178.32998163206574
1998-05-12,182.20676904932537
1998-05-13,181.31207289615205
1998-05-14,181.46125945906292
1998-05-15,182.20676904932537
1998-05-18,185.48702182708746
1998-05-19,191.7867859500821
1998-05-20,187.57454037841893
1998-05-21,185.48702182708746
1998-05-22,183.399538544447
1998-05-26,181.31207289615205
1998-05-27,185.63615548696185
1998-05-28,184.89064589669943
1998-05-29,180.41750018339718
1998-06-01,175.4969534904718
1998-06-02,182.35581453747227
1998-06-03,178.03182011838993
1998-06-04,183.399538544447
1998-06-05,184.7415298711705
1998-06-08,184.89064589669943
1998-06-09,189.6620236610594
1998-06-10,188.76739804526807
1998-06-11,188.6182467510482
