,Date,Adj_Close_Price,Adj_Close_Percent
0,1929-01-02,24.809999465942383,100.0
1,1929-01-03,24.860000610351562,100.20153625749899
2,1929-01-04,24.850000381469727,100.1612290059992
3,1929-01-07,24.25,97.74284773076631
4,1929-01-08,24.170000076293945,97.42039740659007
5,1929-01-09,24.540000915527344,98.91173496079404
6,1929-01-10,24.579999923706055,99.07295627897108
7,1929-01-11,24.540000915527344,98.91173496079404
8,1929-01-14,24.59000015258789,99.11326353047087
9,1929-01-15,24.229999542236328,97.66223322776672
10,1929-01-16,24.559999465942383,98.99234177597148
11,1929-01-17,24.690000534057617,99.51632835764671
12,1929-01-18,24.770000457763672,99.83877868182294
13,1929-01-21,24.860000610351562,100.20153625749899
14,1929-01-22,25.06999969482422,101.04796547552833
15,1929-01-23,25.219999313354492,101.65255887238101
16,1929-01-24,25.059999465942383,101.00765822402853
17,1929-01-25,25.479999542236328,102.70052434790931
18,1929-01-28,25.350000381469727,102.17654545405624
19,1929-01-29,25.360000610351562,102.21685270555602
20,1929-01-30,25.450000762939453,102.57961028123206
21,1929-01-31,25.739999771118164,103.74848982343762
22,1929-02-01,25.84000015258789,104.15155465061348
23,1929-02-04,25.639999389648438,103.3454249962618
24,1929-02-05,25.700000762939453,103.58726850526058
25,1929-02-06,25.489999771118164,102.74083159940912
26,1929-02-07,24.709999084472656,99.59693517282416
27,1929-02-08,24.440000534057617,98.5086701336182
28,1929-02-11,24.979999542236328,100.68520789985227
29,1929-02-13,24.950000762939453,100.56429383317503
30,1929-02-14,24.850000381469727,100.1612290059992
31,1929-02-15,24.350000381469727,98.14591255794215
32,1929-02-18,24.389999389648438,98.3071338761192
33,1929-02-19,24.3799991607666,98.26682662461941
34,1929-02-20,24.59000015258789,99.11326353047087
35,1929-02-21,24.860000610351562,100.20153625749899
36,1929-02-25,24.90999984741211,100.40306482717583
37,1929-02-26,24.950000762939453,100.56429383317503
38,1929-02-27,25.25,101.77348062688039
39,1929-02-28,25.59000015258789,103.14389642658494
40,1929-03-01,25.829999923706055,104.11124739911367
41,1929-03-04,25.489999771118164,102.74083159940912
42,1929-03-05,25.31999969482422,102.05562369955683
43,1929-03-06,24.920000076293945,100.44337207867564
44,1929-03-07,25.149999618530273,101.37041579970456
45,1929-03-08,25.309999465942383,102.01531644805704
46,1929-03-11,24.950000762939453,100.56429383317503
47,1929-03-12,24.969999313354492,100.64490064835248
48,1929-03-13,25.239999771118164,101.73317337538059
49,1929-03-14,25.729999542236328,103.70818257193784
50,1929-03-15,26.079999923706055,105.11890562314218
51,1929-03-18,26.040000915527344,104.95768430496514
52,1929-03-19,26.030000686645508,104.91737705346533
53,1929-03-20,26.020000457763672,104.87706980196553
54,1929-03-21,25.899999618530273,104.3933904717901
55,1929-03-22,25.549999237060547,102.98266742058576
56,1929-03-25,24.510000228881836,98.79081320629464
57,1929-03-26,24.350000381469727,98.14591255794215
58,1929-03-27,25.09000015258789,101.12857997852791
59,1929-03-28,25.530000686645508,102.9020606054083
60,1929-04-01,24.8799991607666,100.28214307267645
61,1929-04-02,25.170000076293945,101.45103030270415
62,1929-04-03,24.860000610351562,100.20153625749899
63,1929-04-04,25.299999237060547,101.97500919655724
64,1929-04-05,25.049999237060547,100.96735097252872
65,1929-04-08,24.829999923706055,100.0806145029996
66,1929-04-09,24.6299991607666,99.27448484864793
67,1929-04-10,24.780000686645508,99.87908593332276
68,1929-04-11,25.059999465942383,101.00765822402853
69,1929-04-12,25.149999618530273,101.37041579970456
70,1929-04-15,25.0,100.76582240285188
71,1929-04-16,25.059999465942383,101.00765822402853
72,1929-04-17,25.31999969482422,102.05562369955683
73,1929-04-18,25.43000030517578,102.49899577823247
74,1929-04-19,25.40999984741211,102.41838127523289
75,1929-04-22,25.700000762939453,103.58726850526058
76,1929-04-23,25.850000381469727,104.19186190211327
77,1929-04-24,25.75,103.78879707493742
78,1929-04-25,25.6299991607666,103.30511774476201
79,1929-04-26,25.579999923706055,103.10358917508515
80,1929-04-29,25.530000686645508,102.9020606054083
81,1929-04-30,25.940000534057617,104.5546194777893
82,1929-05-01,25.989999771118164,104.75614804746616
83,1929-05-02,26.110000610351562,105.23982737764159
84,1929-05-03,26.3700008392334,106.28779285316989
85,1929-05-06,26.31999969482422,106.0862565956709
86,1929-05-07,26.06999969482422,105.0785983716424
87,1929-05-08,26.18000030517578,105.52197045031804
88,1929-05-09,26.020000457763672,104.87706980196553
89,1929-05-10,26.34000015258789,106.16687109867051
90,1929-05-13,25.639999389648438,103.3454249962618
91,1929-05-14,25.950000762939453,104.5949267292891
92,1929-05-15,25.84000015258789,104.15155465061348
93,1929-05-16,25.969999313354492,104.67553354446655
94,1929-05-17,26.09000015258789,105.15921287464198
95,1929-05-20,25.389999389648438,102.33776677223328
96,1929-05-21,25.700000762939453,103.58726850526058
97,1929-05-22,24.760000228881836,99.79847143032316
98,1929-05-23,25.309999465942383,102.01531644805704
99,1929-05-24,25.1200008392334,101.24950173302732
100,1929-05-27,24.200000762939453,97.54131916108946
101,1929-05-28,24.59000015258789,99.11326353047087
102,1929-05-29,24.6200008392334,99.23418528497027
103,1929-05-31,24.829999923706055,100.0806145029996
104,1929-06-03,25.270000457763672,101.85409512988
105,1929-06-04,25.639999389648438,103.3454249962618
106,1929-06-05,25.59000015258789,103.14389642658494
107,1929-06-06,25.639999389648438,103.3454249962618
108,1929-06-07,25.530000686645508,102.9020606054083
109,1929-06-10,25.270000457763672,101.85409512988
110,1929-06-11,25.43000030517578,102.49899577823247
111,1929-06-12,25.450000762939453,102.57961028123206
112,1929-06-13,25.84000015258789,104.15155465061348
113,1929-06-14,25.93000030517578,104.5143122262895
114,1929-06-17,26.40999984741211,106.44901417134696
115,1929-06-18,26.420000076293945,106.48932142284676
116,1929-06-19,26.31999969482422,106.0862565956709
117,1929-06-20,26.469999313354492,106.69084999252358
118,1929-06-21,26.6200008392334,107.29545107719842
119,1929-06-24,26.6200008392334,107.29545107719842
120,1929-06-25,26.899999618530273,108.4240233679042
121,1929-06-26,27.059999465942383,109.06892401625667
122,1929-06-27,27.110000610351562,109.27046027375566
123,1929-06-28,27.40999984741211,110.47964706746103
124,1929-07-01,27.770000457763672,111.93067737016517
125,1929-07-02,28.059999465942383,113.09955691237074
126,1929-07-03,28.18000030517578,113.58323624254618
127,1929-07-05,28.31999969482422,114.14752238789907
128,1929-07-08,28.3700008392334,114.34905864539806
129,1929-07-09,28.280000686645508,113.986301069722
130,1929-07-10,28.200000762939453,113.66385074554577
131,1929-07-11,28.260000228881836,113.90568656672242
132,1929-07-12,28.56999969482422,115.15518061192758
133,1929-07-15,28.450000762939453,114.6715089695743
134,1929-07-16,28.649999618530273,115.47763093610382
135,1929-07-17,28.719999313354492,115.75977400878025
136,1929-07-18,28.65999984741211,115.5179381876036
137,1929-07-19,28.760000228881836,115.92100301477946
138,1929-07-22,28.43000030517578,114.5908944665747
139,1929-07-23,28.829999923706055,116.2031460874559
140,1929-07-24,28.639999389648438,115.43732368460402
141,1929-07-25,28.770000457763672,115.96131026627926
142,1929-07-26,28.65999984741211,115.5179381876036
143,1929-07-29,28.18000030517578,113.58323624254618
144,1929-07-30,28.5,114.87303753925113
145,1929-07-31,28.8799991607666,116.40467465713273
146,1929-08-01,29.079999923706055,117.21080431148441
147,1929-08-02,29.559999465942383,119.14550625654185
148,1929-08-05,29.540000915527344,119.0648994413644
149,1929-08-06,29.43000030517578,118.62152736268877
150,1929-08-07,29.1299991607666,117.41233288116126
151,1929-08-08,29.469999313354492,118.78274868086582
152,1929-08-09,28.3799991607666,114.3893582090757
153,1929-08-12,29.270000457763672,117.97662671433629
154,1929-08-13,29.530000686645508,119.0245921898646
155,1929-08-14,29.6200008392334,119.38734976554063
156,1929-08-15,29.670000076293945,119.5888783352175
157,1929-08-16,30.219999313354492,121.80572335295136
158,1929-08-19,30.5,122.93430333147927
159,1929-08-20,30.68000030517578,123.65981848283137
160,1929-08-21,30.549999237060547,123.13583190115614
161,1929-08-22,30.790000915527344,124.103190561507
162,1929-08-23,31.09000015258789,125.31237735521236
163,1929-08-26,31.06999969482422,125.23176285221275
164,1929-08-27,31.049999237060547,125.15114834921317
165,1929-08-28,30.989999771118164,124.90931252803652
166,1929-08-29,31.290000915527344,126.11850700956404
167,1929-08-30,31.709999084472656,127.81136544562268
168,1929-09-03,31.81999969482422,128.25473752429832
169,1929-09-04,31.719999313354492,127.85167269712248
170,1929-09-05,31.020000457763672,125.03023428253593
171,1929-09-06,31.829999923706055,128.29504477579812
172,1929-09-09,31.670000076293945,127.65014412744564
173,1929-09-10,31.100000381469727,125.35268460671216
174,1929-09-11,31.530000686645508,127.08585798209275
175,1929-09-12,31.170000076293945,125.63482767938861
176,1929-09-13,31.3799991607666,126.48125689741794
177,1929-09-16,31.860000610351562,128.4159665302975
178,1929-09-17,31.600000381469727,127.3680010547692
179,1929-09-18,31.68000030517578,127.69045137894544
180,1929-09-19,31.729999542236328,127.89197994862229
181,1929-09-20,31.389999389648438,126.52156414891773
182,1929-09-23,31.3799991607666,126.48125689741794
183,1929-09-24,30.799999237060547,124.14349012518464
184,1929-09-25,30.850000381469727,124.34502638268363
185,1929-09-26,31.1299991607666,125.4735986733894
186,1929-09-27,30.270000457763672,122.00725961045036
